Economy,Year,GDP (annual % growth),Individuals using the Internet (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Government Effectiveness: Estimate,Regulatory Quality: Estimate,Economic and Social Rights Performance Score,Voice and Accountability: Estimate,"Patent applications, residents",Research and development expenditure (% of GDP),Scientific and technical journal articles,Control of Corruption: Estimate,Net migration,Political Stability and Absence of Violence/Terrorism: Estimate,Rule of Law: Estimate,Score,CPI
Armenia,2014,47.35900807815142,30.70987654320988,5.115958821579877,64.6606192682282,59.00305188199392,24.90566037735849,41.45461332669694,69.2307692307692,30.410577592205986,38.23826956885813,4.817582417582418,20.683483969678576,17.094040994379352,16.479105541000713,47.34659122122727,20.79439252336449,29.404202262330617,37
Armenia,2015,46.357066816957854,37.65432098765432,5.115958821579877,64.74439850992636,61.34282807731433,22.63846622032867,42.409631058296526,70.19230769230768,31.19118937399776,37.53836872325873,5.066666666666666,20.49934895131452,15.8552613181958,16.515570565432277,48.453551612371584,19.39563862928349,29.676345355736892,35
Armenia,2016,38.84250735800614,45.679012345679006,5.115958821579877,64.61922833334162,66.49241484803699,23.222763237979308,42.9073601692279,71.63461538461539,29.89622099180055,38.57118818249418,4.571428571428571,20.58094789615396,14.45429378373088,16.552596590239716,37.15871010273032,28.79439252336449,30.61519210544409,33
Armenia,2017,57.12793537478865,46.2962962962963,24.14877464141016,65.00654109754132,71.65611007566605,25.07912355447353,43.6290673800784,71.63461538461539,30.4529363710629,36.98041759886851,4.419047619047619,20.644806924650737,15.091859847319707,16.588851239530328,38.306872493545015,27.28348909657321,32.60258374813446,35
Armenia,2018,51.36677312292567,51.697530864197525,24.14877464141016,65.08666330884785,76.80569684638868,27.54412659768716,47.43047346481678,71.63461538461539,43.454055853075545,36.39056665922176,3.2732600732600736,20.234610982018225,21.456335113671315,16.662552663910283,43.11651925506784,27.66355140186916,35.21905284010355,35
Armenia,2019,57.37842069008704,49.07407407407407,37.99549370171594,68.69399133283795,64.4964394710072,25.85818624467438,44.07080196602999,71.63461538461539,49.07567093280082,37.44744670762249,2.971428571428571,22.87769042135683,26.55686362238192,16.57833248248276,43.97077404823381,28.2772585669782,36.85402505239373,42
Armenia,2020,20.30659402592523,64.50617283950618,37.99549370171594,72.20108347836785,67.54832146490332,23.46926354230068,43.94948049524047,72.59615384615381,48.848748903210186,31.58071546346349,3.871062271062271,22.767642439797925,32.80668885098292,16.66837304280994,34.3130253254958,29.88785046728972,37.48999861692241,49
Austria,2012,39.915085478113845,69.90740740740739,49.25892717215653,67.37546564801747,71.10885045778234,80.21606816798538,83.7211472656007,99.51923076923076,91.2529121660464,68.35758441162885,83.15311355311356,66.8811814148798,72.81675568356589,20.73983327068829,92.33093446135253,91.66043613707166,77.26141826240303,69
Austria,2013,37.71357004195629,70.83333333333331,63.29781904412012,67.99184149765367,72.53306205493386,80.55690809494826,82.63236483543831,99.51923076923076,91.48588544975944,67.90944530883377,84.33113553113553,67.16240761163569,75.89273230614356,21.56113782096234,92.97643245618856,90.94392523364486,78.80723997008556,69
Austria,2014,40.234704740434594,71.4506172839506,60.489989286622674,69.09343878879153,71.82095625635816,79.9969567863664,82.63236483543831,99.51923076923076,89.51317660585156,67.56995475928501,88.12307692307692,67.42067701509622,73.91292189815721,22.798774775179098,90.41092127671264,94.19314641744548,78.834882768169,72
Austria,2015,41.606612812323874,75.92592592592592,56.278373108138325,69.24005246176324,72.3296032553408,76.89287888009738,79.77664406146954,99.51923076923076,89.28322894919972,68.1125839471941,87.10915750915751,68.00155031104661,74.06672072928609,25.659876692117383,86.52694610778443,90.34267912772586,77.8684157208718,76
Austria,2016,43.64481182290688,76.54320987654319,56.278373108138325,69.735580079823,71.51576805696845,77.61716372489349,80.97430473464817,99.51923076923076,87.89446612810505,67.50069555959507,89.06666666666666,67.81885608567968,74.7630099829423,22.20979450556232,80.01428335988572,88.6822429906542,77.62326742340508,75
Austria,2017,44.033064061619385,82.09876543209876,66.10564880161755,69.89815170359435,71.21057985757886,77.40413877054169,80.94319666521496,99.51923076923076,89.35886962572994,67.47584704766592,87.31135531135531,67.92816338124364,74.8720673359246,20.772371292488764,83.7883865296929,89.89408099688474,78.93850467106293,75
Austria,2018,44.56409293005198,81.48148148148147,66.10564880161755,69.1702364270148,73.65208545269581,77.04808277541082,83.93268213774653,99.51923076923076,89.76127802487065,67.3052715604782,88.34285714285714,67.98370407867127,76.76798747238611,20.058358064099902,79.81376696148986,91.54828660436138,79.42000492600454,76
Austria,2019,42.73755401089611,81.94444444444443,78.74101116811781,69.67656890759514,80.56968463886064,78.14363968350578,81.51869594972936,99.51923076923076,87.87631236573779,67.44095830439973,89.53846153846155,68.63288697383133,75.44531752467772,20.46466258632393,80.01428335988572,91.82242990654206,80.54205393422923,77
Austria,2020,22.515123050911143,81.48148148148147,78.74101116811781,70.61808800477408,85.6561546286877,81.60681679853926,79.92596279474895,99.51923076923076,89.61302229887144,67.72653748107304,91.5956043956044,68.95131610912891,74.22611224518329,20.36024639136508,79.88793056089655,88.96573208722742,80.64756103518164,76
Azerbaijan,2012,43.8594777381176,30.092592592592588,18.76588059080294,84.19331727564534,97.35503560529,8.670115642118084,21.3214707895228,53.84615384615384,8.09960364285498,40.0205924182124,4.02051282051282,24.07869992542132,0.9507564106149148,17.722492749070142,35.84573971323408,6.40809968847352,23.784334565819595,27
Azerbaijan,2013,52.97839564155552,59.10493827160493,17.67090662919126,83.33906822190195,97.35503560529,18.97443700547779,23.29372239158838,63.94230769230768,4.971105261565455,40.841123673024725,3.8857142857142857,18.810232971440584,5.757668968988565,17.743880888400195,44.16579684667362,10.246105919003114,27.60505665261573,28
Azerbaijan,2014,45.34911390819713,62.19135802469135,17.67090662919126,83.60902355626257,97.35503560529,23.19233110164334,28.17146767871586,72.11538461538458,2.65952618680221,41.60119091425437,3.8886446886446886,15.89340806780747,4.303570929224577,17.65846858117395,40.128000878976,12.093457943925234,28.38887057678229,29
Azerbaijan,2015,40.97038011146597,65.27777777777777,21.16932531414346,84.17303737983747,97.35503560529,24.86001217285454,24.989112175698377,79.32692307692304,0.447792805058846,42.53467048162321,4.254945054945056,17.961871580771472,6.266603282905962,17.65846858117395,35.34856891721145,11.485981308411212,29.281155026727934,29
Azerbaijan,2016,30.66766860792785,67.12962962962962,20.82120477965641,83.58774628852973,97.35503560529,27.884966524650032,24.217632053754745,80.76923076923075,0.1906145048561285,40.0205924182124,3.789010989010989,22.049472994731588,9.062945667067474,17.910778500221593,33.28846893369225,17.003115264797508,30.37723346492767,30
Azerbaijan,2017,38.72628217170768,68.3641975308642,20.82120477965641,82.67066280351276,97.35503560529,27.519780888618385,24.93933926460524,81.24999999999997,0.1089225742034969,43.59401844394653,3.153113553113553,25.17376383802022,7.55571712200442,16.78912837371601,34.854144921166835,15.585669781931465,30.7717239913548,31
Azerbaijan,2018,42.09981839814641,69.59876543209876,20.82120477965641,83.0960419295157,97.35503560529,28.320146074254417,26.743607291731475,81.24999999999997,1.7881455931741854,40.77518362746527,3.1384615384615384,26.68443251360884,9.04616761276251,14.949397766096505,35.96659891226721,14.498442367601244,31.223658802616026,25
Azerbaijan,2019,44.55307157617885,71.60493827160494,20.838418119738048,82.99397753585967,89.11495422177016,28.83444917833232,29.55888757543707,81.24999999999997,1.1678920456264592,40.23192230202263,3.604395604395605,28.626087679734127,9.14403959620816,17.610152423802123,36.46102290831182,14.791277258566977,31.505246618259733,30
Azerbaijan,2020,27.823658338029933,77.00617283950615,22.24811359776792,83.17566545485977,94.8118006103763,28.00973828362752,26.07167299197412,81.24999999999997,0.7957399170978192,35.21296503067697,4.301831501831501,30.289592564727755,2.757193590783256,17.65846858117395,32.096357743229134,11.077881619937692,30.38212374935216,30
Belarus,2012,42.61957542739057,18.82716049382716,46.0130564469097,68.60555768882327,76.19532044760939,3.149726110772985,0.0,81.73076923076923,0.0,65.31394055500206,16.671062271062276,30.42122067884988,20.083331003048013,18.34779779302452,57.39163874086689,5.052959501557631,29.7766967412414,31
Belarus,2013,40.84313357129438,30.092592592592588,46.0130564469097,68.52892627925416,84.13021363173964,3.457090687766289,0.4572886206682014,84.61538461538458,0.6868173428943152,64.06313042027313,16.843956043956048,31.30327462007837,21.57098515142194,18.32304365143925,55.67214195462287,6.323987538940809,31.2284640449313,29
Belarus,2014,42.47729976830108,37.49999999999999,46.0130564469097,68.46875150644718,88.60630722278741,17.811929397443706,2.320661979717542,87.01923076923075,3.757828810020875,55.54994717329035,12.553846153846152,30.658522069037065,26.333156231649003,18.63362748453041,60.44608031643136,8.411214953271024,33.30491214673138,31
Belarus,2015,28.74895109274219,42.43827160493827,47.72719682041348,68.40009907227787,90.94608341810782,17.84844796104687,0.2395321346357235,87.98076923076923,3.0861396024326027,53.66530376185733,12.392673992673991,29.62085042352893,24.07930427001482,18.85164625560299,58.55353513157172,6.417445482866043,32.83495742748478,32
Belarus,2016,32.01327572171081,56.17283950617283,66.41214902128031,68.31199788557151,90.8443540183113,17.09677419354839,2.5913021837864747,88.46153846153842,6.895404072494024,51.84434708408666,12.410256410256412,29.915963491220097,26.64355023629093,18.163298794410192,59.23474152612207,9.903426791277258,36.08508482408936,40
Belarus,2017,44.6843258813952,61.26543209876544,66.41214902128031,67.17133686070537,88.40284842319434,21.850273889227022,9.789709450631497,88.46153846153842,6.387098726211001,51.35781203723271,14.857142857142856,30.94185000069345,26.159783003830988,17.81723168754523,53.93616436851068,6.339563862928348,36.79923171943129,44
Belarus,2018,46.22982027678627,68.5185185185185,66.41214902128031,65.12955030162189,90.43743641912516,23.67011564211808,11.164686119579418,88.46153846153842,6.169253577804,51.79898621097087,15.452014652014656,32.85060150921811,28.556248427057408,18.187351685525627,65.22001867823985,5.987538940809966,38.42456518514919,44
Belarus,2019,41.964806813200575,74.22839506172838,80.42560625640684,66.69475930922022,92.26856561546282,27.425441265976875,15.585142786038698,88.46153846153842,4.834952043811079,47.488975376225085,14.65787545787546,35.83181033083194,33.09750845893571,15.202198560473034,64.98379388012964,7.034267912772581,40.7752035840238,45
Belarus,2020,36.65652201139708,77.77777777777774,80.42560625640684,65.81657332927736,90.94608341810782,7.486305538648818,11.640639581907546,88.46153846153842,3.45526610390003,48.124742218176365,13.535531135531135,36.01720539919242,29.15186935488381,15.202198560473034,31.1267373509861,0.0,36.40472515887825,47
Belgium,2012,38.88208403782328,70.98765432098764,75.28729578427318,62.02290298397057,16.073245167853543,83.59403530127815,74.54426678280346,95.6730769230769,88.24543886720522,57.06139698192845,64.58608058608058,71.2280429208905,76.50233494589077,20.7389216450775,80.87677855298577,78.94080996884736,72.85681880275177,75
Belgium,2013,39.10676936564594,73.30246913580245,75.28729578427318,64.03576575722968,16.378433367243133,84.53134510042605,76.45741305294594,95.6730769230769,88.95948685365042,56.500412024790194,66.03956043956045,71.46436315817063,77.76628170353177,19.551353974407164,81.33000054936,79.19003115264798,73.58448268250547,75
Belgium,2014,42.763854969002445,77.62345679012344,78.7127504605211,65.89054508037987,18.81993896236007,78.91357273280585,72.38847757108195,95.6730769230769,88.75676984054945,58.74534726876984,67.1912087912088,71.7287594228189,75.20483207963983,20.21095016633661,74.77064220183486,82.04672897196262,73.61441687668052,76
Belgium,2015,42.03419124553823,77.77777777777774,78.7127504605211,66.47035062610021,18.107833163784363,79.27875836883749,76.15566477944378,95.6730769230769,89.39820277752564,59.418602185095466,68.8967032967033,71.58954200077774,74.13662928889012,22.03868939092189,71.35911662912706,79.17133956386293,73.5972323012763,77
Belgium,2016,41.33107896549565,79.93827160493825,78.7127504605211,66.22749056236816,29.094608341810726,75.26780279975654,77.8541653704971,95.6730769230769,89.08958881728238,60.50044587913376,71.68644688644689,71.64449330563663,75.7221554207097,19.553036975534773,67.3075866615393,77.22741433021807,73.98897542086823,77
Belgium,2017,42.03494270148413,81.79012345679013,75.28729578427318,66.279353902467,28.58596134282807,70.49604382227632,74.89578796739875,95.6730769230769,87.91867114459471,59.96854609585701,75.88571428571429,71.20812631244699,72.17080059282458,20.24664381525136,66.97797066417624,74.94704049844236,72.94531100769726,75
Belgium,2018,43.04565094871313,83.17901234567898,75.28729578427318,68.89130474532939,25.33062054933889,70.00304321363359,75.68904373794562,95.6730769230769,87.67056972557563,58.78007388152264,81.55604395604395,71.41059790614152,72.8810715584016,21.13183228332763,66.32423226940614,75.50778816199377,73.56899247875137,75
Belgium,2019,44.46064249483374,85.80246913580245,85.5639167285405,69.54474958484394,19.532044760936003,66.61594643944005,76.23343495302682,95.6730769230769,87.00493177210976,58.59350008509857,90.24175824175823,71.51339720150581,73.41796929616062,21.68336577785507,68.09866505521067,75.43302180685359,75.03247604027335,75
Belgium,2020,26.33577556515749,87.6543209876543,83.85106093265475,69.73175682077726,17.090539165819067,65.54777845404747,78.32078641199527,95.6730769230769,86.08816677256361,58.42743426208904,97.13406593406592,71.78075585191654,73.33407902463577,20.65308858756936,69.82090864143272,75.16510903426791,75.41663476482678,76
Bosnia and Herzegovina,2012,36.28304840628718,16.049382716049386,32.71279670531533,35.355671139879746,82.52925507674712,18.89835666463786,34.60461643750389,80.28846153846152,44.382923360866535,0.0,5.515018315018315,20.944440217104912,24.252677497832835,12.928464037070905,40.72680327418557,27.66355140186916,30.44223581382375,42
Bosnia and Herzegovina,2013,44.22769115160624,21.296296296296298,32.71279670531533,35.276047614535685,82.42667222594052,19.549604382227635,34.1939899209855,79.80769230769229,43.89277177695077,10.1217479222216,7.156043956043956,19.228833942532503,26.06191102038533,14.988457417266469,44.38554084491568,29.46417445482865,31.944120490576783,42
Bosnia and Herzegovina,2014,41.23188678063748,23.456790123456777,32.71279670531533,35.12228610943498,82.26518736454283,17.760194765672555,35.22677782616811,79.80769230769229,45.26943208980061,27.233968563473898,5.28058608058608,19.27348655926937,24.51273733955985,15.080952354238075,54.979948360160414,29.68847352024922,33.33273988309122,39
Bosnia and Herzegovina,2015,49.14947711190432,27.62345679012345,32.71279670531533,35.316773634805614,80.89460474076468,13.721850273889231,30.768991476388976,79.32692307692304,44.44948715621312,29.33825712633957,4.07032967032967,21.8287139624524,21.21864601101759,15.202619310754937,44.40476844476185,25.56386292834891,31.9821920208518,38
Bosnia and Herzegovina,2016,46.463022105329074,39.50617283950616,32.71279670531533,35.43130517752388,79.9965154520188,18.977480219111385,32.19996267031668,79.32692307692304,43.45103022601434,31.08528038844416,3.9941391941391946,21.84772195497156,19.291966108330303,15.32709126915115,44.44597044443224,27.79439252336449,33.14070170736654,39
Bosnia and Herzegovina,2017,46.46753084100445,46.604938271604944,32.71279670531533,35.60202200534923,77.09837314322064,16.94157029823494,34.72593790829341,78.84615384615381,41.19391243835285,34.86702486071616,3.5369963369963373,25.510194617873,17.407231341405442,15.43389171570745,45.85233203318134,27.5202492211838,33.62453816403444,38
Bosnia and Herzegovina,2018,47.92886217045526,54.62962962962961,32.71279670531533,35.83108509078578,77.8857137357613,12.318928788800978,32.12530330367697,78.36538461538458,39.5630994523615,34.509084400216025,3.367032967032967,25.750451364794003,15.953133301641454,15.539289661324071,44.49541284403669,26.778816199376948,33.18495474636797,38
Bosnia and Herzegovina,2019,45.57379923601979,54.320987654320994,32.71279670531533,35.97587024856169,78.02197880387668,11.238587948874017,32.520375785478755,78.36538461538458,40.04417415509364,28.17275929000172,3.3084249084249087,27.02441369469919,14.80383658175107,15.630872972684893,43.83892764928858,26.77258566978193,32.70926150922169,36
Bosnia and Herzegovina,2020,30.78915398584758,59.413580246913575,44.94685702394196,35.41667705595755,84.29114635694252,0.0,30.849872456915325,78.36538461538458,37.63274938731052,29.2375774788078,3.698168498168499,29.865437747936625,14.921282961885854,15.701068144715656,43.21540405427677,23.9595015576324,32.979805735756585,35
Bulgaria,2012,40.2171707683637,26.54320987654321,36.535956612106375,66.63923893872979,69.0742624618515,31.871576384662205,54.40179182479935,29.80769230769229,59.54736619164321,45.47550070295226,15.334798534798535,44.24279906542675,25.032857023013896,15.73655141848945,65.93968027248256,30.22118380062305,38.79351237616713,41
Bulgaria,2013,36.981902435969694,28.395061728395056,40.81771072853536,66.05328293280539,66.32756866734486,32.33414485696896,53.60542524730916,29.326923076923062,57.62306738071465,46.92143267012557,16.325274725274728,44.41833136471219,23.735354156762952,17.490378843553824,60.19612151843103,29.218068535825545,38.61189406932271,41
Bulgaria,2014,40.719644310852274,32.098765432098766,29.04250153507025,65.14401219453407,74.16073245167857,29.31527693244066,54.73153736079139,28.84615384615381,58.50655048258752,44.2757480983294,20.893772893772898,44.31525657305474,24.42605072565085,17.430351803335707,57.66357193869143,31.25233644859813,38.50159030667654,43
Bulgaria,2015,46.85202579998747,33.95061728395061,30.1130685219393,65.74343272144566,75.07629704984745,32.352404138770545,54.51378087475892,28.365384615384585,60.50648997004629,46.848243838394566,25.56483516483517,43.7060030567917,23.21803081569308,17.286805832159907,55.79300115365599,28.8380062305296,39.24575126410232,41
Bulgaria,2016,45.922725280230445,38.73456790123456,30.1130685219393,63.21758832143968,75.78840284842316,35.43822276323798,58.34007341504386,26.923076923076906,59.59275059756134,44.82625632155448,20.30769230769231,43.64502597111347,25.60890355415117,16.918298710260135,57.383398340932814,29.43302180685358,39.48075378829717,41
Bulgaria,2017,45.21961300018786,44.29012345679012,38.67683367032086,64.71298129428956,80.16276703967452,35.71819841752891,56.98687239469919,25.961538461538453,60.43084929351608,43.49284526084382,19.43736263736264,45.90934740993009,27.415340734319507,17.15483049373643,64.3355490853156,29.91277258566978,41.17383600726105,43
Bulgaria,2018,44.72765984094183,46.45061728395061,38.67683367032086,62.93616320994181,76.39877924720246,36.13816189896531,55.36925278417222,25.0,58.46721733079181,42.309096866058056,19.838827838827843,47.83813420315981,27.64184446743659,17.311630098792165,67.7141130582871,30.51090342679128,41.17635684116398,42
Bulgaria,2019,47.83217483875008,51.23456790123458,44.0291547736189,62.68100222580168,85.24923702950157,38.0219111381619,53.036147576681394,24.03846153846152,58.14952648936492,42.64563479828206,22.142124542124545,51.43864280633922,27.8375884343279,17.432034804463317,70.92512223259902,32.6417445482866,43.04150448319053,43
Bulgaria,2020,30.28668044335901,54.78395061728394,46.17028874735699,61.7393168999686,83.41810783316382,26.22337188070603,50.86480433024327,24.519230769230745,55.26610390003328,45.22068326208437,22.640293040293045,52.29858082893428,23.891949330276,19.698686698120085,66.53848266769214,29.82866043613707,41.41632957531224,44
Croatia,2012,32.69634917652952,41.975308641975296,38.91088371232655,56.34602821565176,72.83825025432357,53.27754108338405,47.53001928700305,78.36538461538458,63.78021845027381,44.22851880757042,19.343589743589742,51.91409939120658,32.191493526467376,17.247044930520104,72.1776630225787,38.32710280373832,47.49735164316036,46
Croatia,2013,38.02742814202517,49.38271604938272,38.91088371232655,58.9887313595343,75.5849440488301,53.28971393791844,48.02152678404778,78.36538461538458,62.96027351668633,44.82625632155448,21.040293040293044,51.22790474151164,35.9106288974022,17.145293487346635,73.16101741471186,39.35202492211838,48.76094087417834,48
Croatia,2014,36.94583255056672,52.3148148148148,38.91088371232655,61.680804413703214,76.39877924720234,53.31710286062082,45.12847632675916,78.36538461538458,62.99658104142083,41.72259916186506,20.27545787545788,50.58880681752868,38.51961634182489,16.662692914004253,72.51277261989782,40.60436137071651,48.862529794431175,48
Croatia,2015,44.160811572421565,54.16666666666665,16.7922555384564,62.12746080743906,67.54832146490332,46.65550821667681,43.91526161886394,78.36538461538458,64.22498562827145,41.66207358062999,21.881318681318685,50.77972275603062,38.49444926036744,15.654715488659376,71.61731582706147,37.77570093457944,46.3906483744946,51
Croatia,2016,47.01108397520196,58.64197530864197,9.986563318115376,60.98164669429386,67.44659206510681,45.58734023128424,43.946369688297146,78.36538461538458,63.317297509908926,42.02001404113011,22.482051282051287,50.60756438592371,37.25846592656805,15.32912489551368,73.4768994121848,44.39563862928349,46.63313516561298,49
Croatia,2017,46.55995992234955,49.99999999999998,25.29924235612088,60.24724850020195,66.4292980671415,49.03225806451613,45.83774030983638,77.88461538461539,61.91945780763063,40.30141469943064,22.4,51.883275671123286,34.57118089538883,14.458662687304,74.2377630060979,43.42990654205608,47.14805343139303,49
Croatia,2018,45.61738368088171,62.65432098765431,25.29924235612088,61.677313611965815,66.83621566632763,48.37492391965916,51.76071672991974,77.88461538461539,60.91797525037064,38.23826956885813,25.377289377289383,52.81750161925025,34.21324907021616,15.828976230414074,77.30868538153051,43.1993769470405,48.50962698839405,48
Croatia,2019,46.10758344292066,68.5185185185185,30.403639979138465,60.34898043654968,60.630722278738624,46.63724893487523,53.71119268338207,77.4038461538461,61.16002541526731,43.1307175079275,29.104761904761908,52.91075801429423,34.3698442437292,16.654838908742068,74.33664780530681,44.65732087227414,49.67323105725111,47
Croatia,2020,17.52219926106832,67.28395061728395,57.62640886050259,58.03840214368471,60.2238046795525,45.66342057212417,47.79443787718535,77.88461538461539,64.95416175002269,37.89425164571634,33.78168498168498,53.86480382907942,37.85688319677861,16.983515003955052,72.18865022249079,41.16510903426792,51.36032536755825,47
Cyprus,2012,29.70630596781264,40.12345679012346,5.186096759524499,65.36625990514995,91.25127161749752,74.84175289105295,71.50500839917875,96.15384615384612,78.33953586880881,5.271506921408218,10.564102564102564,26.46655151687247,67.6714856967087,18.441344605700884,72.95226061638192,67.8753894080997,52.04736458928933,66
Cyprus,2013,21.84081658212787,47.53086419753085,5.186096759524499,66.06242550878434,96.64292980671406,74.12051125989043,64.86032476824488,96.15384615384612,77.09297751959093,0.0,11.947252747252747,29.260233890055986,67.53726126226894,18.418694215525125,70.98005823215954,65.89408099688474,51.79358379858584,63
Cyprus,2014,33.89266704239464,53.395061728395056,9.773837264569035,70.48094936508966,95.4221770091557,67.28241022519781,70.55932308840914,96.15384615384612,78.27599770052343,5.271506921408218,12.744322344322343,28.47242543473564,62.84499874164592,18.39660482572524,70.66692303466462,67.28660436137072,52.66110563084288,63
Cyprus,2015,46.905379172146034,57.098765432098766,9.773837264569035,73.04336406901149,96.1342828077314,63.70359099208764,69.11590866670815,95.6730769230769,78.62999606668481,8.743759764039638,11.66886446886447,28.84613292853915,60.06263806940521,18.374024560596453,70.40597703675218,65.2803738317757,52.4228824990317,61
Cyprus,2016,54.80743941386436,63.58024691358025,23.537058779702644,71.03681798461056,94.71007121057988,60.92513694461351,68.8888197598457,95.6730769230769,79.08081449880487,2.968758741807637,12.969963369963372,30.81685522394872,54.98168395738374,18.351163795279746,71.81783222545734,55.40186915887851,52.2170880882078,55
Cyprus,2017,52.7464462395892,70.98765432098764,23.537058779702644,71.37858409756959,92.67548321464903,59.68046256847231,68.20755303925839,95.19230769230764,79.3773259508033,11.337219619020292,13.64102564102564,32.7889321511111,53.78205307457845,18.32879390529192,70.09284183925726,60.42679127725857,53.4766894900056,57
Cyprus,2018,54.05122424697852,76.69753086419752,23.537058779702644,70.4515268933028,82.90946083418105,59.625684723067565,63.3578050146208,95.19230769230764,78.14892136395268,5.271506921408218,15.733333333333333,33.64160786732974,49.897933502978105,18.30628376521012,68.81557984947536,56.271028037383175,52.08582398388301,59
Cyprus,2019,53.0590519130816,79.32098765432096,23.537058779702644,69.60841515938833,80.87487283825023,61.82288496652465,67.62272133391401,95.19230769230764,79.08384012586609,5.271506921408218,18.531868131868134,34.257316903909086,49.65465171555605,18.28328274979944,70.46640663626874,56.44548286604362,53.02303977018334,58
Cyprus,2020,30.274406662909385,86.57407407407405,28.125056200270794,66.65153985913781,81.58697863682605,58.28058429701765,67.42051888259815,95.19230769230764,74.71786027654231,0.0,22.253479853479856,35.47476734450676,42.68896283660971,18.260141484294795,63.440092292479264,50.85358255451713,51.48196877706337,57
Czechia,2012,36.41104640240466,59.72222222222222,34.18081200720391,53.890332307702536,99.08443540183124,60.785149117468045,69.28078143470415,93.75,76.77831230522526,58.48705073071167,49.60000000000001,68.53499927030744,41.57881491009759,17.95818303198263,84.46135252430918,65.66355140186916,62.58378884549242,49
