Economy,Year,GDP (annual % growth),Individuals using the Internet (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Government Effectiveness: Estimate,Regulatory Quality: Estimate,Economic and Social Rights Performance Score,Voice and Accountability: Estimate,"Patent applications, residents",Research and development expenditure (% of GDP),Scientific and technical journal articles,Control of Corruption: Estimate,Net migration,Political Stability and Absence of Violence/Terrorism: Estimate,Rule of Law: Estimate
Azerbaijan,2019,0.21039268171816758,0.3636931032688364,-0.9898406717598178,1.319630044044494,0.4331441171555356,-1.0817834257434358,-1.4334023365675652,0.12753774955576194,-2.553557402304336,-0.4880326599769508,-1.2144757464341414,-0.922129701080879,-1.4423963511312026,-0.3119691105282327,-1.5601892689929022,-1.4304152071094591
Azerbaijan,2020,-1.6317805752461854,0.6121077777176281,-0.9338345098913451,1.3317133539025388,0.7616233950703136,-1.1159342383720885,-1.5871644080065495,0.12753774955576194,-2.56800453386501,-0.7104619113453143,-1.1892798240089948,-0.8604409713501057,-1.6698933745586393,-0.3070154023810914,-1.787202180952864,-1.5625438530287545
Belgium,2012,-0.41407282911720633,0.33530285476040367,1.1733730886322045,-0.07506913717359878,-3.7784294818233604,1.185780125695596,0.5501421015048303,0.7129490291562567,0.8268364701851125,0.25781299113986583,0.9885794874620785,0.6577036535318702,0.9568804878881016,0.008814048254065319,0.7499421258419549,0.8521293203822645
Belgium,2013,-0.3893314173142323,0.4417662866670287,1.1733730886322045,0.05879801659683041,-3.7608323776493555,1.2245935953990095,0.6344986348990994,0.7129490291562567,0.8545561697649426,0.23295136006809536,1.0410886367178465,0.6664672558386588,1.001901790247647,-0.11294364038430608,0.7735148951770047,0.8609970147392643
Belgium,2014,0.013371606457696054,0.6404980262260619,1.3094638770762261,0.18215169582471583,-3.620055544257306,0.9919648126960835,0.4550866907044591,0.7129490291562567,0.8466865940367706,0.3324419989981546,1.0826936682854202,0.6762720179760273,0.9106639297137012,-0.04531725601273706,0.43235263352792364,0.9626429613063732
Belgium,2015,-0.06697592150447024,0.6475955883531698,1.3094638770762261,0.2207121576589924,-3.66111545399665,1.0070869437493615,0.6211936206889463,0.7129490291562567,0.8715873411169569,0.362279190056414,1.144307226484728,0.6711093364596792,0.8726149529408113,0.1420752681484978,0.2549139698059141,0.860331937662489
Belgium,2016,-0.14439971518445674,0.7469614581326869,1.3094638770762261,0.20456054219457723,-3.0276197037324204,0.8409955376808582,0.6960857625316632,0.7129490291562567,0.859606792993471,0.41022414554275666,1.2450909161853145,0.6731471280071359,0.9290907901927186,-0.11277108741546517,0.044187698477440765,0.7911639216778914
Belgium,2017,-0.06689317430780478,0.8321322036579871,1.1733730886322045,0.20800975781736789,-3.056948210689095,0.643399691918026,0.565641757234184,0.7129490291562567,0.8141511839367158,0.3866515060081064,1.3967957768375627,0.6569650742307153,0.8025928831205451,-0.04165769513190263,0.02704386623376842,0.7100245183113442
Belgium,2018,0.04440180520724528,0.8960102628019615,1.1733730886322045,0.38171977410234376,-3.244650655211823,0.6229848149961008,0.6006188564464416,0.7129490291562567,0.8045197628962664,0.3339810068158272,1.6016449780672206,0.6644734473856454,0.8278924645349799,0.04909797677138418,-0.006958067716181919,0.7299768306145935
Belgium,2019,0.20021477652831537,1.0166688189628035,1.581655661028579,0.4251776799138529,-3.578995634517949,0.48272704947694767,0.6246227480626971,0.7129490291562567,0.7786793649828654,0.32571246265019177,1.915429490958542,0.6682856140978971,0.8470165575726629,0.10564502260195939,0.08533289586225454,0.7273165223074937
Belgium,2020,-1.7956200246438057,1.1018395644881036,1.5136051632744134,0.4376147554768003,-3.7197724679099986,0.4384948161461097,0.7166605267741677,0.7129490291562567,0.7430900896748632,0.3183527871851765,2.1644244890423434,0.678200232128271,0.8440284180355249,1.384684317859978e-05,0.1749094193354429,0.7177837508737188
Bulgaria,2012,-0.26705864304156396,-1.7087950378467969,-0.3661890424243555,0.23194421878961946,-0.7223990569375613,-0.9560177024836739,-0.3380018882966191,-1.9604291476859974,-0.2872370489449229,-0.2556486895317529,-0.7906972696784196,-0.34300601070520204,-0.8764427227972734,-0.5040637030903825,-0.02695920533379967,-0.881394080231715
Bulgaria,2013,-0.6233129070852781,-1.6236242923214967,-0.1960781086354057,0.1929747153590494,-0.880772994503622,-0.9368630031495219,-0.3731161526038269,-1.9799428570060136,-0.36193929018548193,-0.1915681350261124,-0.7549148252259006,-0.33649664324417267,-0.9226592809716739,-0.3242491301440779,-0.3256904821797914,-0.9170865500186387
Bulgaria,2014,-0.21172835087125652,-1.4532828012708967,-0.6638984871514819,0.13250289017742856,-0.42911398737078593,-1.0618726198566197,-0.32346238823191575,-1.9994565663260304,-0.3276420347731498,-0.30881911104481685,-0.5898709468191631,-0.340319026347446,-0.8980569321159046,-0.33040351936607054,-0.4574122599186744,-0.8447039948296287
Bulgaria,2015,0.46354393871671273,-1.3681120557455966,-0.6213656501720897,0.17236786304853075,-0.37632267484876575,-0.9361068965968579,-0.3330639448784179,-2.0189702756460464,-0.2500033846787952,-0.1948117045905308,-0.42112178570284525,-0.3629123327100043,-0.9410861414506912,-0.3451208496667937,-0.5547035079015153,-0.9306097839130633
Bulgaria,2016,0.36121323884042134,-1.1480876298052385,-0.6213656501720897,0.004384429111649893,-0.3352627651094217,-0.8083248891966591,-0.16435087808988003,-2.0775114036060955,-0.28547520363264556,-0.2844217859942189,-0.6110439908739081,-0.3651735818305257,-0.8559241646422594,-0.3829027601359193,-0.471984517325796,-0.9094381636357265
Bulgaria,2017,0.28378944516043475,-0.8925753932293384,-0.2811335755298806,0.10383681290211935,-0.08303760528199036,-0.796731255389146,-0.2240176943931434,-2.1165388222461283,-0.2529397935325908,-0.3435156590768736,-0.6424859612952045,-0.28120441857598666,-0.7915795599425555,-0.3586518783067355,-0.1103925222530054,-0.8923678519985021
Bulgaria,2018,0.22961761374344392,-0.7932095234498219,-0.2811335755298806,-0.014331987713300784,-0.3000685567614061,-0.7793408046778763,-0.2953435437671595,-2.155566240886161,-0.3291689673771235,-0.39597680887863457,-0.6279824261177042,-0.2096780838659518,-0.783511583192283,-0.34257569337639016,0.06533175824463679,-0.8710853855417028
Bulgaria,2019,0.5714738655673672,-0.5731850975094629,-0.06848980476153861,-0.03130168637030141,0.210247464284785,-0.7013358119947175,-0.3982173649796825,-2.1945936595261943,-0.3415018845630648,-0.38106218094406064,-0.5447723629825562,-0.07615830636574453,-0.7765392576056277,-0.33023096639722965,0.2323412573517455,-0.7952665987893554
Bulgaria,2020,-1.3605628469756803,-0.4099411685859714,0.016575869197245807,-0.09392927131616581,0.10466483924074457,-1.189906662774373,-0.49395860125480406,-2.1750799502061784,-0.45343779006975155,-0.26694164333541237,-0.5267752755360229,-0.04426871906147587,-0.9170814205023496,-0.09783806590369089,0.004185423242205188,-0.8953606988439895
Bosnia and Herzegovina,2012,-0.7002677999841603,-2.1914292624901632,-0.5180803664201168,-1.8485961124499375,0.05444782624689825,-1.493231408151374,-1.210920552558615,0.08851033091572989,-0.8759282959538567,-2.271023802348197,-1.1454516228156728,-1.2069927504677314,-0.9042324204926564,-0.791968331601451,-1.3383195067060418,-0.9723987935704245
Bosnia and Herzegovina,2013,0.17456314556202132,-1.9501121501684802,-0.5180803664201168,-1.8538915428451843,0.0107277851704965,-1.4662636077730282,-1.2290263450920191,0.06899662159571386,-0.894956225326452,-1.8224499868800659,-1.0861670994623867,-1.2706135866619823,-0.8397882111417144,-0.5807634977401697,-1.148022968801278,-0.9083297018411015
Bosnia and Herzegovina,2014,-0.1553223451442981,-1.8507462803889636,-0.5180803664201168,-1.864117582752496,0.03518654219613908,-1.5403620499340902,-1.1834875335686088,0.06899662159571386,-0.8415135841873728,-1.0640736507803779,-1.1539208404375707,-1.2689577074214093,-0.8949691879275288,-0.5712802741609544,-0.5969916274359073,-0.9003487769198018
Bosnia and Herzegovina,2015,0.716529701321927,-1.6591121029570384,-0.5180803664201168,-1.8511830241670308,0.1270201525654122,-1.707587615831589,-1.380045114632003,0.049482912275696095,-0.8733442561625167,-0.9708161663276899,-1.197643176410619,-1.174200707248112,-1.0123034670858124,-0.5588061324551631,-1.147022911920397,-1.0471091185281467
Bosnia and Herzegovina,2016,0.4207084732428905,-1.1125998191696969,-0.5180803664201168,-1.8435660063333679,0.0984248506195739,-1.4899549464231636,-1.316949170954989,0.049482912275696095,-0.912104853032618,-0.8933919016240272,-1.2003956721377358,-1.1734958226855137,-1.0809310717887477,-0.5460444024679704,-1.144879932889938,-0.9677432540329995
Bosnia and Herzegovina,2017,0.42120495642288325,-0.7861119613227129,-0.5180803664201168,-1.8322123382416815,0.10399045666689251,-1.574260827045188,-1.2055711138555638,0.029969202955680067,-0.9997272932298775,-0.7257932259715486,-1.2169106465004371,-1.0376781955260137,-1.1480646067231137,-0.5350944786536073,-1.0717329153169357,-0.9774977178256992
Bosnia and Herzegovina,2018,0.5821206715383236,-0.41703873071308034,-0.5180803664201168,-1.8169783025743556,0.10888735261700261,-1.765681802627932,-1.3202411332337896,0.010455493635664035,-1.0630362681177097,-0.7416563673292249,-1.2230508292763131,-1.0287686133176868,-1.1998590253668382,-0.5242883489799449,-1.142308358053387,-1.0038791085377734
Bosnia and Herzegovina,2019,0.3227909571887572,-0.4312338549672962,-0.5180803664201168,-1.8073492422940647,0.10735357054769194,-1.8104181069938794,-1.3028211661751359,0.010455493635664035,-1.04436070780757,-1.022468491141878,-1.2251681336817877,-0.9815255191941561,-1.2407965370256284,-0.514898591592185,-1.1764531572720347,-1.0041008008966983
Bosnia and Herzegovina,2020,-1.3052325548053731,-0.1970143047727214,-0.03203017104654247,-1.8445388620218475,0.1612282182894812,-2.275801690158509,-1.3764788221633022,0.010455493635664035,-1.1379734220665725,-0.975278068953635,-1.211088059385382,-0.876170153808824,-1.2366131416736352,-0.5077016948501119,-1.208883573266315,-1.1041949009513325
Belarus,2012,-0.002515855302073203,-2.0636731442022134,0.010329145839581326,0.36271592264215885,-0.3117999595440758,-2.145373309823986,-2.7367450687827577,0.14705145887577972,-2.5988955550069397,0.6235477423248286,-0.742422729233601,-0.8555597286015567,-1.052742955488413,-0.23634058222666618,-0.47155592151970416,-1.7769203641092224
Belarus,2013,-0.19813022821923182,-1.545551108923305,0.010329145839581326,0.3576194854559203,0.14572474898009508,-2.1326455161874773,-2.716581799825103,0.2641337147958776,-2.572232962614476,0.5681145623174753,-0.7361766812374512,-0.8228500036832462,-0.9997532810298331,-0.23887854881003465,-0.5609895797241952,-1.731695122888524
Belarus,2014,-0.018182657870734517,-1.204868126822105,0.010329145839581326,0.3536175109192214,0.4038156101988548,-1.5382197480348758,-2.634419907950035,0.3617022613959595,-2.4530147631503763,0.19082882864547343,-0.8911633637181848,-0.8467597416246326,-0.830126559971635,-0.20703533635185062,-0.3126897427283399,-1.6574281826486512
Belarus,2015,-1.5298911937521098,-0.9777461387546381,0.07843067891529674,0.34905172229033404,0.5387267421995695,-1.536707534929548,-2.7261833564716054,0.4007296800359933,-2.479090073772081,0.10730553875921178,-0.8969859508332397,-0.8852403293683124,-0.9104079088694081,-0.18468253717991695,-0.41112391286075894,-1.728369737504649
Belarus,2016,-1.170437371437331,-0.346063109441997,0.820770052046385,0.34319247780290124,0.5328610408082346,-1.5678339213475452,-2.622486544689382,0.42024338935600936,-2.331212523894936,0.026604706153367224,-0.8963507595115973,-0.8742964779633379,-0.8190704436842245,-0.2552567014358516,-0.37569332622383594,-1.6043328626861157
Belarus,2017,0.22484585873573543,-0.11184355924742116,0.820770052046385,0.2673318444580595,0.3920842074161851,-1.370994182137377,-2.305086514975011,0.42024338935600936,-2.3509451913924426,0.005042532899961027,-0.8079533005830369,-0.8362529253484685,-0.8363020483483868,-0.29073790565376495,-0.6512804295408698,-1.7311408919912112
Belarus,2018,0.3950292598777079,0.22174186072666974,0.820770052046385,0.13154108966722675,0.5093982352428952,-1.2956355623885418,-2.244459543007097,0.42024338935600936,-2.359402048891374,0.024594411085472636,-0.7864626608674706,-0.765469570881172,-0.7509408622374791,-0.2527906319228335,-0.06438990573248443,-1.7436665102704736
Belarus,2019,-0.0746162459965815,0.4843516594296783,1.3775143748303917,0.23563664833453019,0.6149808602869291,-1.1401296480573333,-2.049547943083103,0.42024338935600936,-2.411200301072327,-0.16641587880787137,-0.8151521355616501,-0.6549156513065773,-0.5891829086270777,-0.5588492706973733,-0.07667631884044973,-1.7064221939710746
Belarus,2020,-0.6591424432414243,0.6475955883531698,1.3775143748303917,0.17723214149092772,0.5387267421995695,-1.9657980035663105,-2.2234732834797426,0.42024338935600936,-2.4647603985655584,-0.13824007752990264,-0.8556985149264869,-0.6480405369809877,-0.7297250715237996,-0.5588492706973733,-1.8376336208030006,-1.9567128671973912
Switzerland,2012,-0.14831641582662206,0.6546931504802788,0.2547373007403612,0.24302150742435163,0.07533633228406378,1.4524337032683976,1.1384431937455126,0.8300312850763546,1.16828209170446,0.5653437207727529,1.6168895697866372,0.7952197217071264,1.5338902325094412,0.17301976722730208,1.4566966100873497,1.254500951831126
Switzerland,2013,0.020708524562033915,0.73276633387847,0.4588785869385486,0.3258579582627213,0.1985160615021088,1.3687579114402595,1.0955105190261527,0.8300312850763546,1.1540698728520897,0.5790330451335602,1.6889032267695874,0.8116826458050539,1.5204436045923204,0.28793285476831715,1.4321237838714194,1.2369872554760515
Switzerland,2014,0.17456314556202132,0.5411321564465448,0.4588785869385486,0.44516544224079363,0.02254501976204356,1.7315630389601533,1.3430935154109584,0.8300312850763546,1.0734948139039395,0.5653437207727529,1.7607201251269016,0.8259454477671299,1.5430538604233313,0.24694433496156454,1.4344096281705758,1.4523613821716816
Switzerland,2015,-0.01997551379848624,0.8179370794037703,0.5609492300376423,0.49244843973655134,-0.15342602197802166,1.5591707449527847,1.2459806281863368,0.8495449943963707,1.0726726194248768,0.5644163637975427,1.8325370234842153,0.8269422657051728,1.490362999918465,0.20203742482071613,1.325546293423256,1.3625759768070598
Switzerland,2016,0.09700143988759245,0.9314980734375031,0.5609492300376423,0.5408590654166826,-0.34112846650075657,1.5645895085802093,1.4803957754559396,0.8495449943963707,1.0417815982829475,0.5597511612413285,1.8318498408984443,0.8317277633496752,1.3392627439905225,0.19580394882133803,1.2732576050800553,1.3591397452437224
Switzerland,2017,-0.09770271386624613,0.9740834462001537,0.6119845515871891,0.5103688837254736,-0.5112338068494869,1.6225576776177746,1.4463788319083315,0.8495449943963707,1.0710282304667513,0.5189045562093095,1.8311607756206567,0.8473155917253615,1.3414540463177569,0.013537685776085396,1.2052537371801546,1.3397416638377857
Switzerland,2018,0.3153712918877538,1.1231322508694284,0.6119845515871891,0.5852124406687239,-0.669607744415541,1.5964720015508704,1.3306114917705056,0.8495449943963707,1.1127252361906483,0.5000640316329201,1.894574042564618,0.8402292687856363,1.3658571858710502,-0.01813297371325774,1.3155457246144469,1.338522355863698
Switzerland,2019,-0.1586046506120282,1.2154005585218366,1.5306203394790323,0.6707795205418041,-0.7810560708509163,1.4945236347000213,1.1396776796000627,0.8495449943963707,0.9984402036009252,0.529713718530637,1.9579873095085796,0.8480732465807816,1.3411552323640432,0.005334230049106845,1.303402176775179,1.3109216571775366
Switzerland,2020,-1.0643278829133167,1.3005713040471367,1.5306203394790323,0.6345185357893874,-0.7869217722422512,1.5648415440977639,1.0476399008885922,0.8495449943963707,1.0462449397407168,0.5346938917882317,1.9579873095085796,0.8617401451506843,1.4412579068581646,0.08446414567673693,1.110819794571259,1.2158156351987146
Cyprus,2012,-1.4244712652003078,-1.0842095706612631,-1.6116958577767362,0.14728366353535,0.5563238463735806,0.823353051452034,0.4161318037386504,0.7324627384762727,0.44228436669204607,-2.037402100723787,-0.9630458482840442,-1.0022130503372373,0.6423289992787128,-0.22674951304192525,0.33777582565033076,0.45840369093147754
Cyprus,2013,-2.2905861726977275,-0.7435265885600633,-1.6116958577767362,0.1935827501643488,0.867206020114354,0.7934868426218101,0.12314716092538457,0.7324627384762727,0.3938923487814952,-2.271023802348197,-0.9130774643148459,-0.8986132843085354,0.6375479760192919,-0.22907178841424258,0.2351985627256909,0.38790552079333
Cyprus,2014,-0.9634866325770037,-0.47381922772994683,-1.4294283103946845,0.487440443976538,0.7968176034183357,0.5103249386491799,0.374433614873841,0.7324627384762727,0.4398177832548578,-2.037402100723787,-0.8842821244003927,-0.927828048459986,0.4704113712420422,-0.23133654613027962,0.21891192209420202,0.4374537630130658
